date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2019-01-04,-4.11,1,,1,['http://www.therepublic.com/2019/01/03/financial-markets-stocks-14/'],['Financial Markets Stocks 14']
2019-01-16,0.49,1,,1,['https://endigest.com/2019/01/15/cqs-cayman-lp-decreased-under-armour-ua-holding-as-shares-rose-as-equinix-eqix-stock-declined-ubs-oconnor-has-trimmed-its-position-by-1-80-billion/'],['Cqs Cayman Lp Decreased Under Armour Ua Holding As Shares Rose As Equinix Eqix Stock Declined Ubs Oconnor Has Trimmed Its Position By 1 80 Billion']
2019-01-20,-2.58,1,,1,['https://seekingalpha.com/article/4234439-new-tax-laws-qualified-business-income-deduction'],['4234439 New Tax Laws Qualified Business Income Deduction']
2019-01-29,2.82,1,,1,['https://www.forbes.com/sites/bradthomas/2019/01/29/4-battle-tested-reits-to-help-you-sleep-well-at-night/'],['4 Battle Tested Reits To Help You Sleep Well At Night']
2019-02-12,1.61,1,,1,['https://www.wkrb13.com/2019/02/12/realty-income-corp-o-shares-sold-by-zevin-asset-management-llc.html'],['Realty Income Corp O Shares Sold By Zevin Asset Management Llc']
2019-02-14,1.16,3,1.25,3,"['https://news.yahoo.com/realty-income-corp-o-outpaces-225010058.html', 'https://seekingalpha.com/article/4240857-state-reits-february-2019-edition', 'https://livesadvice.com/2019/02/14/old-national-bancorp-has-trimmed-its-position-in-crown-castle-intl-new-cci-by-1-80-million-makemytrip-limited-mauritius-mmyt-holding-has-boosted-by-sands-capital-management-llc/']","['Realty Income Corp O Outpaces 225010058', '4240857 State Reits February 2019 Edition', 'Old National Bancorp Has Trimmed Its Position In Crown Castle Intl New Cci By 1 80 Million Makemytrip Limited Mauritius Mmyt Holding Has Boosted By Sands Capital Management Llc']"
2019-02-21,2.76,1,,1,['https://news.yahoo.com/realty-income-corp-o-surpasses-225010267.html'],['Realty Income Corp O Surpasses 225010267']
2019-02-28,-1.82,1,,1,['https://www.prnewswire.com:443/news-releases/universal-health-realty-income-trust-reports-2018-fourth-quarter-and-full-year-financial-results-300803596.html'],['Universal Health Realty Income Trust Reports 2018 Fourth Quarter And Full Year Financial Results 300803596']
2019-03-02,0.79,1,,1,['https://finreviewer.com/2019/03/02/brighton-jones-lifted-its-microsoft-msft-stake-underhill-investment-management-decreased-its-first-american-financial-faf-position-by-7-02-million-market-valuation-declined/'],['Brighton Jones Lifted Its Microsoft Msft Stake Underhill Investment Management Decreased Its First American Financial Faf Position By 7 02 Million Market Valuation Declined']
2019-03-03,0.8,1,,1,['https://seekingalpha.com/article/4246017-weighing-week-ahead-baked-current-market-prices'],['4246017 Weighing Week Ahead Baked Current Market Prices']
